age,is_male,race,ownes_house,employment_status,employment_income,non_employment_income,treatment,expenditure
48,1,Hispanic,0,1,131919.0,1000.0,1,108284.81
18,0,Asian,0,1,65134.3,1000.0,0,38211.19
70,0,Black,0,1,184801.8,12000.0,0,136499.84
25,1,White,0,1,78130.5,0.0,0,51037.11
18,0,Other,1,0,0.0,0.0,0,2735.0
30,1,White,0,0,0.0,0.0,0,2709.89
18,1,Asian,0,1,61287.5,0.0,1,45605.24
32,0,Asian,0,1,106373.0,0.0,0,70153.62
22,1,White,0,1,70466.6,0.0,0,47247.68
36,1,Hispanic,1,1,106684.2,9000.0,1,89048.86
43,1,White,0,1,116215.0,9000.0,0,88841.63
31,1,Black,1,1,88745.3,9000.0,0,60187.88
18,1,White,0,0,0.0,0.0,0,2385.85
50,0,White,1,1,141371.4,12000.0,1,132843.83
47,1,Black,0,1,129412.4,1000.0,0,96139.43
18,1,White,1,1,64601.1,0.0,0,41400.52
20,0,Asian,0,0,0.0,0.0,1,3323.56
34,1,White,0,1,98874.2,12000.0,0,72288.0
42,0,White,1,1,118039.9,0.0,0,88435.51
22,0,Asian,0,0,0.0,9000.0,0,8907.14
22,0,Black,0,1,70556.9,12000.0,0,45218.6
27,1,White,0,1,78072.5,0.0,0,49811.6
66,1,Other,0,1,181359.5,0.0,1,150424.55
18,0,White,0,0,0.0,12000.0,0,9443.97
18,1,Asian,1,1,65521.1,0.0,1,44322.96
45,1,White,0,1,130912.9,12000.0,0,87305.98
28,1,White,0,1,86926.2,0.0,0,62445.64
18,0,Asian,0,0,0.0,5000.0,0,5921.41
37,1,Black,0,0,0.0,0.0,1,3004.88
18,0,White,1,0,0.0,0.0,0,2357.18
53,1,Black,1,1,137165.0,5000.0,0,104651.7
19,0,Hispanic,0,1,62549.9,0.0,0,44179.19
49,1,White,0,1,136950.0,0.0,0,100117.45
29,1,Black,0,1,92846.1,12000.0,0,58922.36
25,0,Hispanic,0,1,76658.0,5000.0,0,58768.65
18,1,Black,0,1,59980.9,9000.0,1,51397.03
18,1,White,1,1,64719.5,9000.0,0,44442.32
18,1,Asian,0,0,0.0,0.0,0,2565.74
18,1,White,0,0,0.0,0.0,0,2615.97
42,0,Hispanic,1,1,117854.7,0.0,0,83489.96
41,0,White,0,1,117126.5,0.0,0,79423.05
30,0,White,0,1,96182.2,0.0,0,70186.93
18,1,White,1,1,64320.3,0.0,1,43937.27
18,1,White,0,1,72730.6,9000.0,1,59960.62
27,1,White,1,0,0.0,0.0,1,3575.53
45,0,White,0,1,125337.2,0.0,0,79405.13
45,1,Other,0,1,124902.1,9000.0,1,98459.34
39,1,Black,0,1,111065.3,0.0,0,83096.19
69,0,White,0,1,190949.6,0.0,1,114192.05
18,0,Asian,0,1,62258.6,0.0,1,54260.34
19,1,White,0,0,0.0,0.0,1,3142.18
18,1,White,0,1,60593.2,0.0,1,38469.51
49,1,White,1,1,141982.8,0.0,0,92114.82
54,0,White,0,1,204532.6,9000.0,0,141229.22
27,1,Hispanic,0,1,89183.9,9000.0,0,65712.88
44,1,Asian,0,0,0.0,12000.0,1,11356.49
70,0,Asian,1,1,187508.4,0.0,0,129230.05
22,1,Black,1,0,0.0,0.0,0,2431.45
26,1,White,1,1,74118.8,1000.0,1,58147.06
23,0,White,0,1,71920.9,0.0,0,48153.73
18,0,White,0,0,0.0,0.0,0,2219.51
56,0,Asian,0,1,152436.3,5000.0,0,108459.56
18,0,Black,0,1,61654.1,12000.0,0,47491.66
34,1,White,0,1,108379.8,12000.0,1,83092.98
19,1,Black,0,1,70113.8,9000.0,0,48885.56
18,1,Hispanic,0,1,67615.8,12000.0,0,49201.17
70,1,White,1,1,195490.1,0.0,0,123433.2
21,0,Black,0,0,0.0,0.0,0,2734.53
18,1,Black,1,1,63012.5,1000.0,1,51811.93
34,0,Other,0,0,0.0,0.0,1,3173.32
18,1,Hispanic,1,0,0.0,9000.0,0,10644.89
40,1,Black,1,1,115130.2,9000.0,0,81539.33
32,1,Asian,1,1,92658.6,5000.0,0,67928.22
35,0,Hispanic,0,1,100200.8,9000.0,0,66013.27
18,0,White,0,0,0.0,9000.0,0,11863.1
70,1,Asian,0,1,187934.1,0.0,0,121709.38
29,1,Asian,1,1,80055.1,9000.0,0,56563.4
18,1,White,0,0,0.0,0.0,0,2352.82
31,1,White,0,0,0.0,0.0,1,2989.96
18,1,Black,0,1,59160.8,0.0,1,53720.25
24,0,White,0,0,0.0,0.0,0,2202.92
18,1,Other,0,1,63400.9,12000.0,1,51883.16
18,0,Asian,1,1,62174.6,0.0,0,40728.84
48,0,White,1,1,138063.5,0.0,0,103917.75
29,1,Asian,0,1,95715.2,12000.0,0,69420.69
18,0,Black,0,1,64096.8,9000.0,1,52961.91
20,1,White,1,1,64870.2,0.0,0,45822.12
51,0,Asian,1,0,0.0,0.0,0,2249.92
33,0,Other,1,0,0.0,0.0,0,2620.57
18,0,White,0,0,0.0,0.0,0,2161.74
27,1,Asian,0,1,80292.8,0.0,0,51864.14
18,1,Black,0,1,66359.9,12000.0,0,48834.95
18,1,Hispanic,0,0,0.0,0.0,0,2499.13
18,1,White,1,0,0.0,9000.0,0,6551.25
18,0,Black,0,1,57496.9,12000.0,0,39292.4
18,0,Asian,0,1,57969.3,0.0,0,38026.71
70,0,Other,0,1,185685.7,12000.0,1,156122.92
18,1,Black,0,1,61155.3,0.0,0,44834.02
19,0,Black,0,1,64815.1,12000.0,0,54789.16
46,0,Asian,1,1,126897.2,12000.0,0,89794.09
29,1,Black,0,0,0.0,12000.0,0,15900.42
20,0,Black,1,0,0.0,9000.0,0,9317.53
59,1,Asian,0,1,157143.6,0.0,1,83939.27
18,1,Hispanic,0,0,0.0,0.0,0,2920.16
25,0,Hispanic,0,1,78760.3,0.0,1,70010.18
51,1,Black,0,1,147836.4,5000.0,0,83735.77
18,1,White,0,1,59371.6,12000.0,0,45085.24
51,1,White,0,1,198992.9,9000.0,1,161932.15
25,1,Asian,1,0,0.0,0.0,0,2547.7
18,0,Black,1,0,0.0,0.0,0,2564.96
70,0,White,1,1,185731.3,0.0,0,135164.02
31,0,Black,0,0,0.0,0.0,0,2167.26
28,1,Hispanic,1,0,0.0,12000.0,1,14131.08
42,0,White,0,0,0.0,9000.0,0,11796.62
18,1,Black,1,0,0.0,9000.0,0,9205.73
50,0,White,1,1,140868.1,9000.0,0,97576.36
18,0,Hispanic,1,0,0.0,12000.0,0,12059.36
27,0,White,0,1,84455.8,1000.0,0,54413.47
18,0,White,0,1,68443.5,12000.0,0,49849.87
19,0,White,1,0,0.0,1000.0,0,2864.25
18,0,Black,0,0,0.0,0.0,0,2512.57
18,1,White,1,0,0.0,12000.0,0,16343.66
18,1,Hispanic,0,0,0.0,0.0,0,2371.27
47,1,White,1,1,126183.9,0.0,0,82577.98
22,1,White,0,0,0.0,12000.0,0,13348.47
21,1,White,0,1,69729.1,0.0,1,46426.7
50,1,White,0,0,0.0,12000.0,1,11807.09
51,0,Asian,0,1,139150.5,0.0,0,89073.88
53,1,Hispanic,1,1,148150.7,0.0,1,128221.37
18,1,White,0,1,64014.1,1000.0,0,45287.81
18,0,Black,0,0,0.0,12000.0,0,14272.48
37,0,White,1,1,108263.4,0.0,0,71571.79
30,0,Hispanic,0,0,0.0,9000.0,0,9645.85
26,0,White,0,1,83798.5,9000.0,0,55123.84
18,0,White,1,0,0.0,12000.0,0,13987.02
46,1,White,0,0,0.0,9000.0,1,10382.92
35,1,White,1,1,100975.6,0.0,0,72493.16
18,0,White,0,0,0.0,9000.0,1,8174.9
70,1,White,0,1,184690.7,9000.0,1,180033.68
52,0,Black,0,1,133265.6,9000.0,0,91687.06
18,0,Black,1,1,59298.7,1000.0,0,43815.34
34,0,Black,0,0,0.0,0.0,0,2299.8
41,0,White,0,1,110735.0,0.0,0,84764.36
70,1,Black,0,1,192001.7,12000.0,0,140889.92
18,1,Black,1,1,64867.7,9000.0,0,48727.7
26,0,Asian,0,0,0.0,9000.0,0,7507.82
30,1,Hispanic,0,1,87856.6,0.0,0,66936.51
18,1,White,0,0,0.0,12000.0,0,13358.16
34,0,Asian,0,0,0.0,0.0,0,2522.67
18,0,Hispanic,1,1,64582.9,0.0,0,41800.12
18,1,White,1,0,0.0,0.0,0,2732.32
70,0,Hispanic,1,1,188757.6,0.0,1,147341.52
42,0,Hispanic,1,1,118513.8,12000.0,1,91984.33
18,1,Hispanic,0,0,0.0,9000.0,0,12037.59
43,0,Black,1,1,115161.2,5000.0,0,75966.29
56,0,Black,0,1,149654.9,9000.0,0,113047.0
18,1,Other,0,1,62621.2,0.0,0,40484.42
23,0,Black,0,0,0.0,9000.0,0,13991.58
18,1,White,0,0,0.0,12000.0,0,11298.1
28,1,White,0,1,72175.3,9000.0,0,53082.58
18,1,Black,1,1,71935.7,12000.0,0,52850.14
18,1,Other,0,0,0.0,0.0,0,2279.44
32,0,White,0,1,92540.6,0.0,0,67436.17
27,0,Black,1,0,0.0,0.0,1,3302.26
31,1,Black,0,0,0.0,0.0,0,2324.32
18,0,White,0,0,0.0,0.0,0,2507.99
24,1,Black,0,1,74827.4,0.0,0,45930.54
25,1,Black,0,1,77393.2,0.0,0,56152.91
37,0,Asian,0,1,107874.4,0.0,0,85428.31
18,1,Asian,1,0,0.0,0.0,0,2559.0
18,1,Other,0,0,0.0,0.0,0,2516.63
18,0,White,1,1,57159.3,12000.0,0,46052.59
49,1,Black,0,1,139335.3,0.0,1,107413.49
28,1,Hispanic,1,1,81704.9,0.0,0,53716.21
18,1,White,0,0,0.0,0.0,0,2628.04
41,0,Hispanic,0,0,0.0,0.0,0,2422.4
52,0,White,0,0,0.0,9000.0,0,10412.25
57,1,Black,0,1,160579.3,0.0,1,121313.63
35,1,White,0,1,105648.7,0.0,0,71765.29
45,1,Asian,0,0,0.0,0.0,0,2131.38
37,1,White,1,1,102719.9,0.0,0,71600.06
20,0,White,0,0,0.0,9000.0,1,10519.74
18,1,White,0,1,61607.3,0.0,0,40662.55
18,1,Asian,0,0,0.0,0.0,0,2717.26
54,1,Hispanic,0,1,146584.7,9000.0,0,93113.31
23,1,White,0,1,74782.6,1000.0,0,55043.74
25,0,Hispanic,1,1,75516.3,12000.0,0,58229.64
18,0,Black,0,0,0.0,12000.0,0,11779.03
38,0,Black,0,0,0.0,9000.0,1,11683.65
63,1,Hispanic,0,1,180607.5,0.0,0,135915.41
27,0,Black,0,0,0.0,0.0,0,2869.4
18,1,Other,0,0,0.0,12000.0,0,12279.18
18,1,Hispanic,0,1,60100.9,0.0,1,53205.57
70,0,Hispanic,0,1,189530.4,0.0,0,130956.63
18,0,Hispanic,1,0,0.0,0.0,0,2552.05
18,1,Asian,0,0,0.0,0.0,1,2831.62
62,0,White,0,1,169384.9,0.0,1,123660.97
18,1,Asian,0,0,0.0,0.0,1,3102.85
22,0,Hispanic,0,1,80926.4,9000.0,1,48331.28
18,0,White,1,0,0.0,0.0,0,2394.48
18,0,Asian,1,1,59854.6,9000.0,1,55374.03
25,1,Black,0,1,82951.7,0.0,0,57916.78
18,0,White,1,0,0.0,0.0,0,2462.42
18,1,Asian,0,0,0.0,0.0,1,3235.87
37,1,White,0,1,113084.3,9000.0,1,91009.22
19,1,Asian,1,0,0.0,12000.0,0,11285.69
27,0,Hispanic,0,1,84336.2,0.0,0,59054.12
18,1,White,1,1,61833.3,0.0,1,44979.51
20,1,White,1,1,64997.0,9000.0,0,43693.23
35,1,White,0,1,103007.4,0.0,0,70129.47
61,0,Black,0,1,164921.5,0.0,0,121886.63
28,0,White,0,1,89034.9,9000.0,0,60201.62
70,1,White,1,1,183643.2,12000.0,1,126271.86
55,0,Black,1,1,147835.9,0.0,1,121333.24
22,1,White,0,1,71560.8,0.0,0,41607.02
43,1,Other,0,1,121747.3,0.0,0,82977.42
18,1,White,0,1,58249.8,0.0,0,41094.63
63,1,White,1,1,169838.2,0.0,0,106817.49
18,0,Asian,1,1,65847.2,12000.0,0,48315.33
44,1,Black,0,1,177321.7,0.0,0,131140.19
18,1,Asian,0,0,0.0,0.0,0,2247.2
47,0,White,1,0,0.0,9000.0,0,9814.88
55,1,White,0,0,0.0,0.0,0,2492.09
18,1,Asian,0,0,0.0,9000.0,0,10982.07
67,0,Asian,0,1,172898.3,12000.0,0,121279.15
25,0,White,0,1,80546.9,0.0,0,53090.09
18,1,White,1,1,56311.8,0.0,0,42662.69
38,0,Asian,1,1,108431.3,0.0,0,72006.34
18,1,Hispanic,0,0,0.0,12000.0,0,12408.26
44,1,Asian,0,1,123868.0,9000.0,0,90476.63
70,1,Black,0,0,0.0,12000.0,0,12324.52
18,0,Asian,0,0,0.0,9000.0,0,10207.95
48,1,Black,0,1,129027.6,12000.0,0,85470.44
54,0,Black,0,0,0.0,9000.0,0,7444.53
25,1,Hispanic,0,1,80126.4,0.0,0,53234.69
37,1,Asian,0,1,111719.7,0.0,1,94232.63
18,0,Black,0,0,0.0,5000.0,0,5453.49
36,1,Black,0,1,105783.1,12000.0,0,66628.54
32,1,Hispanic,0,0,0.0,9000.0,0,8074.11
18,1,Black,0,0,0.0,12000.0,1,11780.85
18,1,Hispanic,1,0,0.0,9000.0,0,11151.26
18,0,White,0,0,0.0,9000.0,0,12343.98
18,0,Other,0,1,57045.9,0.0,1,46235.23
70,1,Asian,1,1,191020.1,5000.0,0,143995.88
18,0,White,0,1,55233.6,12000.0,0,44096.02
18,1,Black,0,0,0.0,12000.0,1,12359.46
18,0,White,0,0,0.0,12000.0,0,11610.47
18,1,Black,0,1,62441.2,9000.0,0,41963.41
18,1,Asian,0,1,66381.4,0.0,0,48244.12
27,1,Other,1,0,0.0,0.0,0,2474.87
70,0,White,0,1,189910.4,0.0,0,147365.17
26,0,Black,0,1,83310.0,0.0,0,56234.78
22,0,White,1,0,0.0,0.0,0,2006.85
29,1,Hispanic,0,1,82561.0,12000.0,0,61635.5
47,1,White,0,1,134366.2,9000.0,0,92688.24
18,1,White,0,1,58542.4,0.0,0,45335.43
18,1,White,0,0,0.0,0.0,0,2011.78
22,1,Black,0,1,74200.7,0.0,0,51180.21
18,0,White,0,0,0.0,12000.0,0,11268.74
18,0,Asian,1,0,0.0,12000.0,0,12740.96
64,1,Asian,0,1,171429.5,9000.0,0,116680.14
30,0,White,0,0,0.0,0.0,0,2453.61
21,1,Asian,0,0,0.0,12000.0,1,11731.22
27,0,White,0,1,77692.1,12000.0,0,56375.41
22,0,White,1,0,0.0,5000.0,0,6478.3
18,0,Hispanic,0,1,61173.9,12000.0,1,65233.63
66,0,Asian,0,1,174181.0,5000.0,0,120901.57
18,1,White,0,1,59399.1,9000.0,0,44272.79
70,0,Hispanic,0,1,184419.9,12000.0,0,145383.82
18,0,Black,0,1,57494.5,0.0,0,35711.31
18,0,Black,0,0,0.0,0.0,0,2249.4
19,1,Black,0,0,0.0,12000.0,0,14480.5
18,0,Hispanic,0,1,62900.9,0.0,0,47425.95
70,0,Other,0,1,191757.1,1000.0,0,147347.6
18,1,Hispanic,0,1,62917.9,0.0,1,52652.92
70,0,Black,0,0,0.0,12000.0,0,11367.18
18,0,White,1,1,64055.3,12000.0,1,60421.37
18,1,Asian,1,0,0.0,0.0,1,2993.71
20,0,Asian,0,1,71321.0,12000.0,1,53705.23
32,1,Hispanic,1,0,0.0,12000.0,0,15248.63
18,0,White,0,1,63927.5,0.0,0,40016.45
26,0,White,0,1,81154.2,9000.0,0,64228.89
38,1,Asian,0,1,105749.1,0.0,0,67619.66
18,1,Black,1,1,64274.4,0.0,1,47946.99
18,1,White,0,0,0.0,0.0,0,2698.27
21,1,White,0,1,74232.9,9000.0,0,60799.97
18,0,White,0,0,0.0,9000.0,1,8813.66
18,1,White,0,0,0.0,1000.0,0,3481.53
18,1,Hispanic,0,0,0.0,9000.0,1,9146.9
18,1,Hispanic,0,1,65511.7,5000.0,1,58187.12
57,0,Black,0,1,155703.0,0.0,0,109496.22
18,0,Asian,1,1,60966.4,0.0,0,48762.77
70,1,White,0,1,242269.9,12000.0,0,174341.57
70,1,White,0,1,187252.7,1000.0,0,117496.68
51,1,Black,0,1,138428.6,5000.0,0,96471.23
18,1,Black,0,0,0.0,9000.0,0,10928.64
35,1,Hispanic,0,0,0.0,0.0,0,2540.51
24,1,Asian,0,1,77379.7,12000.0,0,57977.47
27,1,Hispanic,0,1,83641.0,0.0,0,55014.9
19,1,White,0,1,60153.6,9000.0,0,43125.06
26,0,White,1,1,78563.7,0.0,0,50763.8
22,0,White,0,1,68388.0,0.0,0,46983.85
18,0,Asian,0,1,57232.5,0.0,0,43085.85
70,1,Black,0,1,182105.8,0.0,0,129783.65
18,0,White,1,0,0.0,0.0,0,2397.17
18,0,White,0,1,60650.8,0.0,0,41479.89
30,0,Hispanic,0,1,84345.9,1000.0,0,60976.16
18,0,Black,0,0,0.0,0.0,0,2654.32
24,1,White,0,0,0.0,9000.0,0,7949.46
33,1,White,0,1,94981.3,9000.0,0,62346.94
24,1,Asian,0,1,72474.5,0.0,1,66758.39
18,0,Black,0,1,60406.8,0.0,0,40578.28
27,0,Hispanic,1,1,82044.6,0.0,0,55041.21
18,0,Asian,0,0,0.0,9000.0,0,11024.97
47,1,Black,0,1,132517.1,0.0,0,92024.7
18,0,White,0,1,61988.2,9000.0,0,44992.74
51,1,White,0,0,0.0,0.0,0,2162.62
18,1,Black,0,1,62341.8,0.0,0,45122.59
18,0,White,0,0,0.0,12000.0,0,11807.97
40,1,Black,1,0,0.0,9000.0,0,11948.87
70,0,Other,0,0,0.0,0.0,0,2099.2
18,0,Hispanic,1,1,57626.5,9000.0,1,52969.82
19,1,Black,1,1,53098.0,0.0,0,34510.03
62,1,White,1,1,163399.7,0.0,0,131154.21
19,0,White,1,0,0.0,5000.0,0,7348.02
27,1,White,0,0,0.0,5000.0,0,6369.27
18,0,Hispanic,0,1,62548.5,0.0,0,44716.68
22,0,Black,1,1,71088.7,12000.0,1,58703.48
49,0,Hispanic,1,1,137266.4,1000.0,0,90113.35
18,0,Asian,0,1,61293.6,9000.0,0,47687.06
33,0,White,0,1,101424.6,9000.0,0,70733.67
18,0,Asian,0,0,0.0,0.0,0,2402.91
21,0,White,0,0,0.0,0.0,0,2360.68
37,0,Black,1,1,105346.6,0.0,1,77959.35
18,0,White,0,0,0.0,0.0,0,2612.93
40,0,White,0,1,112229.7,0.0,0,76265.89
18,1,Other,0,0,0.0,0.0,0,2566.91
70,0,Hispanic,0,1,181975.0,0.0,0,120465.85
20,0,Black,0,1,66983.2,0.0,0,49017.67
18,0,White,0,1,61869.6,12000.0,0,44687.47
40,1,Other,0,1,114656.4,12000.0,0,82274.94
48,1,Asian,0,1,138636.5,0.0,0,91414.49
37,0,White,0,0,0.0,0.0,0,2757.78
23,0,White,0,1,63574.4,0.0,0,45018.9
23,1,White,0,0,0.0,0.0,0,2524.34
18,1,Black,1,1,67448.1,5000.0,0,42875.59
18,1,White,0,1,70549.0,0.0,1,58673.15
22,0,Hispanic,0,0,0.0,12000.0,0,15209.64
18,1,Black,0,0,0.0,0.0,0,2847.66
45,1,White,1,1,125895.4,0.0,1,90947.39
28,0,White,0,0,0.0,0.0,1,2859.87
58,0,White,0,0,0.0,0.0,0,2583.98
45,1,Hispanic,1,1,122169.4,0.0,0,87333.42
46,0,White,0,1,126175.5,9000.0,0,91476.61
18,1,White,1,0,0.0,0.0,0,2535.76
70,1,White,0,1,188475.6,12000.0,0,132750.43
50,0,Asian,1,0,0.0,0.0,1,3378.27
18,1,White,1,1,57419.8,0.0,0,40605.7
37,0,Asian,1,1,112890.8,12000.0,0,77981.02
18,1,Hispanic,0,0,0.0,9000.0,0,8863.84
45,0,Hispanic,0,0,0.0,0.0,1,3065.3
18,0,White,0,1,64627.9,0.0,0,40829.87
69,0,Asian,0,1,182314.0,12000.0,1,142988.47
37,1,Hispanic,1,1,156040.5,12000.0,0,116213.02
26,1,White,0,1,86262.0,12000.0,0,61709.9
21,1,White,0,1,73284.5,0.0,0,48582.64
18,0,Other,0,1,57603.5,12000.0,0,39344.32
30,0,Hispanic,0,1,92988.9,0.0,0,63858.37
18,1,Black,1,1,67340.6,12000.0,0,51649.58
39,1,White,0,1,110066.9,9000.0,0,70462.89
18,0,Hispanic,0,1,57234.2,0.0,0,41343.63
21,1,White,0,0,0.0,0.0,0,2665.52
20,1,Hispanic,1,1,64655.1,0.0,1,60247.23
18,0,White,0,0,0.0,9000.0,0,12187.4
61,1,Black,0,1,219209.8,0.0,0,166507.6
36,1,Hispanic,0,1,104307.3,0.0,0,60755.45
41,1,Black,0,1,116103.1,0.0,0,84858.31
18,1,White,0,0,0.0,0.0,0,2709.27
24,0,Hispanic,1,1,73689.4,0.0,0,49000.04
21,0,White,0,1,65268.3,0.0,0,52641.24
18,1,White,0,0,0.0,0.0,0,2603.7
23,1,White,1,0,0.0,9000.0,0,8328.42
24,1,White,0,0,0.0,12000.0,0,11034.56
21,1,White,1,0,0.0,0.0,1,2699.62
35,1,White,0,1,109567.0,0.0,0,81454.65
34,1,Other,1,0,0.0,9000.0,0,10158.07
18,0,Asian,0,0,0.0,0.0,1,2940.3
18,1,Hispanic,1,1,64136.5,0.0,0,43799.75
19,1,Other,0,1,70358.1,0.0,0,52893.24
22,0,Asian,0,0,0.0,0.0,0,2519.78
28,1,Asian,1,1,97179.3,0.0,0,68687.33
18,0,White,0,0,0.0,0.0,0,2504.6
35,1,Black,0,1,104710.2,0.0,1,83812.32
18,1,Asian,0,1,59049.2,9000.0,0,40754.74
29,0,Black,0,0,0.0,0.0,1,2769.61
21,0,Asian,0,1,63037.6,9000.0,0,46214.36
22,0,Asian,0,1,64379.9,0.0,0,48808.11
22,1,White,0,1,73966.3,0.0,0,56937.87
40,1,Black,0,1,113931.9,0.0,0,82923.09
52,0,Hispanic,0,0,0.0,0.0,0,2642.84
33,1,Black,0,0,0.0,0.0,1,3216.78
20,0,Asian,0,0,0.0,0.0,1,2972.42
26,0,Black,0,0,0.0,9000.0,0,11479.5
18,0,White,0,1,67355.5,12000.0,0,57784.7
39,1,Asian,0,1,116401.3,9000.0,0,82870.34
70,0,Asian,0,0,0.0,1000.0,1,4182.97
18,1,White,0,0,0.0,12000.0,0,14762.89
18,0,Hispanic,0,0,0.0,0.0,0,2558.37
30,1,White,0,1,99350.5,9000.0,0,65980.01
20,0,Asian,0,0,0.0,0.0,0,2762.44
26,0,Hispanic,0,1,81790.8,0.0,0,57733.72
26,0,White,1,1,77324.4,0.0,0,56130.41
21,1,Hispanic,1,1,66161.1,12000.0,0,45670.91
18,1,Asian,1,1,64070.6,12000.0,0,48610.73
40,1,Black,0,1,115497.4,1000.0,1,85662.96
24,0,Asian,0,1,82826.8,0.0,1,53259.34
18,1,Black,0,0,0.0,0.0,1,2736.33
35,1,Black,1,0,0.0,0.0,0,2314.74
28,0,White,0,0,0.0,0.0,1,3721.41
19,0,Black,0,0,0.0,9000.0,0,10094.19
33,1,White,0,0,0.0,9000.0,0,7277.95
62,1,White,0,1,170364.3,0.0,0,124922.08
39,1,Asian,0,0,0.0,0.0,1,2912.34
18,0,Black,0,1,58305.2,12000.0,1,47514.23
51,0,White,0,1,137888.4,12000.0,0,107393.38
26,1,White,0,0,0.0,0.0,0,2250.64
18,0,White,0,1,62135.8,12000.0,0,44036.8
18,1,Hispanic,1,0,0.0,9000.0,0,5229.1
22,1,Hispanic,0,0,0.0,12000.0,0,7852.56
29,0,Black,0,0,0.0,0.0,0,2324.27
24,1,Hispanic,0,1,77361.3,12000.0,0,58562.05
24,1,White,0,0,0.0,0.0,0,2485.86
18,0,White,1,1,54411.7,0.0,0,45911.27
37,1,White,1,0,0.0,9000.0,0,6033.09
18,1,Black,1,0,0.0,0.0,1,3164.14
28,0,White,0,1,82106.4,12000.0,1,83614.5
22,0,Hispanic,0,0,0.0,0.0,0,2584.47
48,0,White,0,1,132927.1,1000.0,0,96383.69
70,1,Asian,0,1,191635.7,0.0,0,146382.36
18,1,Hispanic,0,0,0.0,9000.0,1,10822.07
18,0,Black,0,0,0.0,0.0,0,2697.72
27,0,Hispanic,1,0,0.0,0.0,1,3000.27
18,1,Asian,0,1,60263.7,12000.0,1,41477.26
18,0,Asian,0,0,0.0,0.0,0,2800.54
59,0,Black,1,1,157519.6,9000.0,0,111466.65
18,1,Asian,1,1,67578.4,0.0,0,45824.19
18,1,Asian,1,0,0.0,12000.0,0,13576.2
29,1,Black,0,1,92819.2,9000.0,0,69088.34
18,0,Black,1,1,57033.5,1000.0,1,60816.36
25,0,Asian,1,0,0.0,1000.0,0,3649.58
45,0,Asian,0,1,124755.0,0.0,1,97146.55
20,1,White,0,0,0.0,0.0,0,2593.31
18,1,Black,1,1,63209.9,12000.0,0,46640.11
47,1,White,0,1,125556.7,0.0,1,104960.94
66,0,White,0,1,177524.4,0.0,1,143641.87
18,0,White,0,0,0.0,12000.0,1,12782.21
26,1,White,0,1,82968.2,0.0,0,52996.15
29,1,Hispanic,0,0,0.0,9000.0,0,10380.36
35,1,White,0,1,100360.4,12000.0,0,71706.41
18,1,Asian,0,0,0.0,0.0,0,2252.12
18,0,Asian,0,1,53782.2,5000.0,1,39515.72
19,1,Black,0,0,0.0,1000.0,0,3719.67
18,1,Other,0,0,0.0,0.0,0,2519.43
29,0,Asian,0,0,0.0,5000.0,0,6587.08
70,0,White,1,1,247751.8,9000.0,1,178819.25
